fmun_cod;fmun;ano;mes;mes_ano;regiao;roubo_veiculo;furto_veiculos;recuperacao_veiculos
3300704;Cabo Frio;2022;12;2022m12;Interior;4;10;4
3300803;Cachoeiras de Macacu;2022;12;2022m12;Interior;1;1;0
3300902;Cambuci;2022;12;2022m12;Interior;0;1;1
3300936;Carapebus;2022;12;2022m12;Interior;1;0;1
3300951;Comendador Levy Gasparian;2022;12;2022m12;Interior;0;0;0
3301009;Campos dos Goytacazes;2022;12;2022m12;Interior;8;27;14
3301108;Cantagalo;2022;12;2022m12;Interior;0;0;0
3301157;Cardoso Moreira;2022;12;2022m12;Interior;0;0;0
3301207;Carmo;2022;12;2022m12;Interior;0;0;0
3301306;Casimiro de Abreu;2022;12;2022m12;Interior;1;1;1
3301405;Conceição de Macabu;2022;12;2022m12;Interior;1;0;2
3301504;Cordeiro;2022;12;2022m12;Interior;0;0;0
3301603;Duas Barras;2022;12;2022m12;Interior;1;0;0
3301702;Duque de Caxias;2022;12;2022m12;Baixada Fluminense;295;120;158
3301801;Engenheiro Paulo de Frontin;2022;12;2022m12;Interior;0;1;0
3301850;Guapimirim;2022;12;2022m12;Baixada Fluminense;2;1;1
3301876;Iguaba Grande;2022;12;2022m12;Interior;2;0;2
3301900;Itaboraí;2022;12;2022m12;Interior;13;19;10
3302007;Itaguaí;2022;12;2022m12;Baixada Fluminense;10;11;6
3302056;Italva;2022;12;2022m12;Interior;0;0;0
3302106;Itaocara;2022;12;2022m12;Interior;0;2;0
3302205;Itaperuna;2022;12;2022m12;Interior;2;3;3
3302254;Itatiaia;2022;12;2022m12;Interior;1;1;0
3302270;Japeri;2022;12;2022m12;Baixada Fluminense;6;3;2
3302304;Laje do Muriaé;2022;12;2022m12;Interior;0;0;0
3302403;Macaé;2022;12;2022m12;Interior;10;12;8
3302452;Macuco;2022;12;2022m12;Interior;0;0;0
3302502;Magé;2022;12;2022m12;Baixada Fluminense;11;21;5
3302601;Mangaratiba;2022;12;2022m12;Interior;0;11;1
3302700;Maricá;2022;12;2022m12;Grande Niterói;5;18;3
3302809;Mendes;2022;12;2022m12;Interior;0;0;0
3302858;Mesquita;2022;12;2022m12;Baixada Fluminense;16;30;11
3302908;Miguel Pereira;2022;12;2022m12;Interior;0;0;1
3303005;Miracema;2022;12;2022m12;Interior;0;0;0
3303104;Natividade;2022;12;2022m12;Interior;0;1;0
3303203;Nilópolis;2022;12;2022m12;Baixada Fluminense;18;14;6
3303302;Niterói;2022;12;2022m12;Grande Niterói;30;48;8
3303401;Nova Friburgo;2022;12;2022m12;Interior;0;9;6
3303500;Nova Iguaçu;2022;12;2022m12;Baixada Fluminense;115;91;42
3303609;Paracambi;2022;12;2022m12;Baixada Fluminense;1;1;0
3303708;Paraíba do Sul;2022;12;2022m12;Interior;0;1;1
3303807;Paraty;2022;12;2022m12;Interior;1;5;2
3303856;Paty do Alferes;2022;12;2022m12;Interior;0;0;0
3303906;Petrópolis;2022;12;2022m12;Interior;1;6;0
3303955;Pinheiral;2022;12;2022m12;Interior;0;2;0
3304003;Piraí;2022;12;2022m12;Interior;0;0;2
3304102;Porciúncula;2022;12;2022m12;Interior;0;0;0
3304110;Porto Real;2022;12;2022m12;Interior;0;1;1
3304128;Quatis;2022;12;2022m12;Interior;0;0;0
3304144;Queimados;2022;12;2022m12;Baixada Fluminense;8;17;6
3304151;Quissamã;2022;12;2022m12;Interior;0;1;1
3304201;Resende;2022;12;2022m12;Interior;0;2;1
3304300;Rio Bonito;2022;12;2022m12;Interior;0;4;3
3304409;Rio Claro;2022;12;2022m12;Interior;3;0;0
3304508;Rio das Flores;2022;12;2022m12;Interior;0;0;0
3304524;Rio das Ostras;2022;12;2022m12;Interior;5;7;4
3304557;Rio de Janeiro;2022;12;2022m12;Capital;1296;650;601
3304607;Santa Maria Madalena;2022;12;2022m12;Interior;0;0;0
3304706;Santo Antônio de Pádua;2022;12;2022m12;Interior;0;1;2
3304755;São Francisco de Itabapoana;2022;12;2022m12;Interior;0;1;0
3304805;São Fidélis;2022;12;2022m12;Interior;0;0;0
3304904;São Gonçalo;2022;12;2022m12;Grande Niterói;133;105;46
3305000;São João da Barra;2022;12;2022m12;Interior;0;4;1
3305109;São João de Meriti;2022;12;2022m12;Baixada Fluminense;101;48;18
3305133;São José de Ubá;2022;12;2022m12;Interior;0;0;0
3305158;São José do Vale do Rio Preto;2022;12;2022m12;Interior;0;0;0
3305208;São Pedro da Aldeia;2022;12;2022m12;Interior;2;4;4
3305307;São Sebastião do Alto;2022;12;2022m12;Interior;0;0;0
3305406;Sapucaia;2022;12;2022m12;Interior;0;1;1
3305505;Saquarema;2022;12;2022m12;Interior;1;5;4
3305554;Seropédica;2022;12;2022m12;Baixada Fluminense;6;0;2
3305604;Silva Jardim;2022;12;2022m12;Interior;0;0;0
3305703;Sumidouro;2022;12;2022m12;Interior;0;0;0
3305752;Tanguá;2022;12;2022m12;Interior;2;2;2
3305802;Teresópolis;2022;12;2022m12;Interior;0;6;2
3305901;Trajano de Moraes;2022;12;2022m12;Interior;0;0;0
3306008;Três Rios;2022;12;2022m12;Interior;0;1;3
3306107;Valença;2022;12;2022m12;Interior;0;0;0
3306156;Varre-Sai;2022;12;2022m12;Interior;0;0;0
3306206;Vassouras;2022;12;2022m12;Interior;1;0;0
3306305;Volta Redonda;2022;12;2022m12;Interior;7;10;8
3300100;Angra dos Reis;2021;1;2021m01;Interior;3;2;3
3300159;Aperibé;2021;1;2021m01;Interior;0;0;0
3300209;Araruama;2021;1;2021m01;Interior;9;12;6
3300225;Areal;2021;1;2021m01;Interior;0;0;1
3300233;Armação dos Búzios;2021;1;2021m01;Interior;2;3;2
3300258;Arraial do Cabo;2021;1;2021m01;Interior;0;1;0
3300308;Barra do Piraí;2021;1;2021m01;Interior;0;3;2
3300407;Barra Mansa;2021;1;2021m01;Interior;1;9;9
3300456;Belford Roxo;2021;1;2021m01;Baixada Fluminense;116;23;53
3300506;Bom Jardim;2021;1;2021m01;Interior;0;1;0
3300605;Bom Jesus do Itabapoana;2021;1;2021m01;Interior;0;0;0
3300704;Cabo Frio;2021;1;2021m01;Interior;10;18;14
3300803;Cachoeiras de Macacu;2021;1;2021m01;Interior;2;2;1
3300902;Cambuci;2021;1;2021m01;Interior;0;0;0
3300936;Carapebus;2021;1;2021m01;Interior;1;0;1
3300951;Comendador Levy Gasparian;2021;1;2021m01;Interior;0;0;0
3301009;Campos dos Goytacazes;2021;1;2021m01;Interior;7;27;21
3301108;Cantagalo;2021;1;2021m01;Interior;1;0;1
3301157;Cardoso Moreira;2021;1;2021m01;Interior;0;0;0
3301207;Carmo;2021;1;2021m01;Interior;1;0;0
3301306;Casimiro de Abreu;2021;1;2021m01;Interior;4;4;3
3301405;Conceição de Macabu;2021;1;2021m01;Interior;0;0;1
3301504;Cordeiro;2021;1;2021m01;Interior;0;0;0
3301603;Duas Barras;2021;1;2021m01;Interior;0;0;0
3301702;Duque de Caxias;2021;1;2021m01;Baixada Fluminense;266;79;94
3301801;Engenheiro Paulo de Frontin;2021;1;2021m01;Interior;0;0;0
3301850;Guapimirim;2021;1;2021m01;Baixada Fluminense;3;2;1
3301876;Iguaba Grande;2021;1;2021m01;Interior;1;1;1
3301900;Itaboraí;2021;1;2021m01;Interior;24;17;15
3302007;Itaguaí;2021;1;2021m01;Baixada Fluminense;11;7;7
3302056;Italva;2021;1;2021m01;Interior;0;0;0
3302106;Itaocara;2021;1;2021m01;Interior;0;2;1
3302205;Itaperuna;2021;1;2021m01;Interior;0;2;1
3302254;Itatiaia;2021;1;2021m01;Interior;0;0;2
3302270;Japeri;2021;1;2021m01;Baixada Fluminense;3;1;7
3302304;Laje do Muriaé;2021;1;2021m01;Interior;0;0;0
3302403;Macaé;2021;1;2021m01;Interior;4;9;3
3302452;Macuco;2021;1;2021m01;Interior;0;0;0
3302502;Magé;2021;1;2021m01;Baixada Fluminense;7;8;10
3302601;Mangaratiba;2021;1;2021m01;Interior;3;6;2
3302700;Maricá;2021;1;2021m01;Grande Niterói;20;13;12
3302809;Mendes;2021;1;2021m01;Interior;0;0;0
3302858;Mesquita;2021;1;2021m01;Baixada Fluminense;34;12;16
3302908;Miguel Pereira;2021;1;2021m01;Interior;0;0;0
3303005;Miracema;2021;1;2021m01;Interior;0;0;0
3303104;Natividade;2021;1;2021m01;Interior;0;0;0
3303203;Nilópolis;2021;1;2021m01;Baixada Fluminense;60;12;6
3303302;Niterói;2021;1;2021m01;Grande Niterói;56;54;30
3303401;Nova Friburgo;2021;1;2021m01;Interior;0;2;0
3303500;Nova Iguaçu;2021;1;2021m01;Baixada Fluminense;137;48;39
3303609;Paracambi;2021;1;2021m01;Baixada Fluminense;2;4;0
3303708;Paraíba do Sul;2021;1;2021m01;Interior;1;0;0
3303807;Paraty;2021;1;2021m01;Interior;1;2;3
3303856;Paty do Alferes;2021;1;2021m01;Interior;0;2;0
3303906;Petrópolis;2021;1;2021m01;Interior;0;8;7
3303955;Pinheiral;2021;1;2021m01;Interior;0;0;1
3304003;Piraí;2021;1;2021m01;Interior;0;2;0
3304102;Porciúncula;2021;1;2021m01;Interior;0;0;0
3304110;Porto Real;2021;1;2021m01;Interior;0;2;1
3304128;Quatis;2021;1;2021m01;Interior;0;0;0
3304144;Queimados;2021;1;2021m01;Baixada Fluminense;7;10;6
3304151;Quissamã;2021;1;2021m01;Interior;1;1;0
3304201;Resende;2021;1;2021m01;Interior;0;1;10
3304300;Rio Bonito;2021;1;2021m01;Interior;3;7;7
3304409;Rio Claro;2021;1;2021m01;Interior;0;0;0
3304508;Rio das Flores;2021;1;2021m01;Interior;0;0;0
3304524;Rio das Ostras;2021;1;2021m01;Interior;17;12;4
3304557;Rio de Janeiro;2021;1;2021m01;Capital;1064;590;741
3304607;Santa Maria Madalena;2021;1;2021m01;Interior;0;0;0
3304706;Santo Antônio de Pádua;2021;1;2021m01;Interior;1;0;1
3304755;São Francisco de Itabapoana;2021;1;2021m01;Interior;2;13;1
3304805;São Fidélis;2021;1;2021m01;Interior;0;5;0
3304904;São Gonçalo;2021;1;2021m01;Grande Niterói;277;79;104
3305000;São João da Barra;2021;1;2021m01;Interior;1;1;1
3305109;São João de Meriti;2021;1;2021m01;Baixada Fluminense;153;29;17
3305133;São José de Ubá;2021;1;2021m01;Interior;0;0;0
3305158;São José do Vale do Rio Preto;2021;1;2021m01;Interior;0;0;0
3305208;São Pedro da Aldeia;2021;1;2021m01;Interior;2;5;7
3305307;São Sebastião do Alto;2021;1;2021m01;Interior;0;0;0
3305406;Sapucaia;2021;1;2021m01;Interior;1;1;0
3305505;Saquarema;2021;1;2021m01;Interior;3;4;3
3305554;Seropédica;2021;1;2021m01;Baixada Fluminense;6;3;6
3305604;Silva Jardim;2021;1;2021m01;Interior;0;0;0
3305703;Sumidouro;2021;1;2021m01;Interior;0;0;0
3305752;Tanguá;2021;1;2021m01;Interior;0;1;1
3305802;Teresópolis;2021;1;2021m01;Interior;0;2;4
3305901;Trajano de Moraes;2021;1;2021m01;Interior;0;0;0
3306008;Três Rios;2021;1;2021m01;Interior;1;1;2
3306107;Valença;2021;1;2021m01;Interior;0;0;0
3306156;Varre-Sai;2021;1;2021m01;Interior;0;0;0
3306206;Vassouras;2021;1;2021m01;Interior;0;0;0
3306305;Volta Redonda;2021;1;2021m01;Interior;3;18;11
3300100;Angra dos Reis;2021;2;2021m02;Interior;3;8;5
3300159;Aperibé;2021;2;2021m02;Interior;0;1;0
3300209;Araruama;2021;2;2021m02;Interior;4;7;3
3300225;Areal;2021;2;2021m02;Interior;0;1;0
3300233;Armação dos Búzios;2021;2;2021m02;Interior;2;1;0
3300258;Arraial do Cabo;2021;2;2021m02;Interior;0;0;1
3300308;Barra do Piraí;2021;2;2021m02;Interior;0;3;0
3300407;Barra Mansa;2021;2;2021m02;Interior;0;11;10
3300456;Belford Roxo;2021;2;2021m02;Baixada Fluminense;118;24;25
3300506;Bom Jardim;2021;2;2021m02;Interior;0;0;0
3300605;Bom Jesus do Itabapoana;2021;2;2021m02;Interior;0;0;0
3300704;Cabo Frio;2021;2;2021m02;Interior;11;19;7
3300803;Cachoeiras de Macacu;2021;2;2021m02;Interior;2;1;1
3300902;Cambuci;2021;2;2021m02;Interior;0;2;0
3300936;Carapebus;2021;2;2021m02;Interior;1;0;0
3300951;Comendador Levy Gasparian;2021;2;2021m02;Interior;0;0;0
3301009;Campos dos Goytacazes;2021;2;2021m02;Interior;8;16;11
3301108;Cantagalo;2021;2;2021m02;Interior;0;0;0
3301157;Cardoso Moreira;2021;2;2021m02;Interior;0;0;1
3301207;Carmo;2021;2;2021m02;Interior;0;0;0
3301306;Casimiro de Abreu;2021;2;2021m02;Interior;1;2;1
3301405;Conceição de Macabu;2021;2;2021m02;Interior;0;0;0
3301504;Cordeiro;2021;2;2021m02;Interior;0;1;0
3301603;Duas Barras;2021;2;2021m02;Interior;0;0;0
3301702;Duque de Caxias;2021;2;2021m02;Baixada Fluminense;191;74;68
3301801;Engenheiro Paulo de Frontin;2021;2;2021m02;Interior;0;0;0
3301850;Guapimirim;2021;2;2021m02;Baixada Fluminense;3;2;8
3301876;Iguaba Grande;2021;2;2021m02;Interior;6;1;3
3301900;Itaboraí;2021;2;2021m02;Interior;28;10;13
3302007;Itaguaí;2021;2;2021m02;Baixada Fluminense;6;13;4
3302056;Italva;2021;2;2021m02;Interior;0;1;0
3302106;Itaocara;2021;2;2021m02;Interior;0;2;0
3302205;Itaperuna;2021;2;2021m02;Interior;0;5;1
3302254;Itatiaia;2021;2;2021m02;Interior;1;1;2
3302270;Japeri;2021;2;2021m02;Baixada Fluminense;8;6;2
3302304;Laje do Muriaé;2021;2;2021m02;Interior;0;0;1
3302403;Macaé;2021;2;2021m02;Interior;8;8;6
3302452;Macuco;2021;2;2021m02;Interior;0;0;0
3302502;Magé;2021;2;2021m02;Baixada Fluminense;16;11;10
3302601;Mangaratiba;2021;2;2021m02;Interior;1;3;3
3302700;Maricá;2021;2;2021m02;Grande Niterói;22;21;8
3302809;Mendes;2021;2;2021m02;Interior;0;1;0
3302858;Mesquita;2021;2;2021m02;Baixada Fluminense;31;12;4
3302908;Miguel Pereira;2021;2;2021m02;Interior;0;0;1
3303005;Miracema;2021;2;2021m02;Interior;0;0;0
3303104;Natividade;2021;2;2021m02;Interior;0;0;0
3303203;Nilópolis;2021;2;2021m02;Baixada Fluminense;38;13;8
3303302;Niterói;2021;2;2021m02;Grande Niterói;45;42;46
3303401;Nova Friburgo;2021;2;2021m02;Interior;0;2;0
3303500;Nova Iguaçu;2021;2;2021m02;Baixada Fluminense;126;56;30
3303609;Paracambi;2021;2;2021m02;Baixada Fluminense;0;3;2
3303708;Paraíba do Sul;2021;2;2021m02;Interior;0;1;0
3303807;Paraty;2021;2;2021m02;Interior;2;1;1
3303856;Paty do Alferes;2021;2;2021m02;Interior;0;3;0
3303906;Petrópolis;2021;2;2021m02;Interior;0;4;4
3303955;Pinheiral;2021;2;2021m02;Interior;0;0;1
3304003;Piraí;2021;2;2021m02;Interior;0;0;2
3304102;Porciúncula;2021;2;2021m02;Interior;0;1;1
3304110;Porto Real;2021;2;2021m02;Interior;0;0;0
3304128;Quatis;2021;2;2021m02;Interior;0;0;0
3304144;Queimados;2021;2;2021m02;Baixada Fluminense;20;9;6
3304151;Quissamã;2021;2;2021m02;Interior;1;1;0
3304201;Resende;2021;2;2021m02;Interior;1;4;4
3304300;Rio Bonito;2021;2;2021m02;Interior;2;7;6
3304409;Rio Claro;2021;2;2021m02;Interior;0;2;0
3304508;Rio das Flores;2021;2;2021m02;Interior;0;0;0
3304524;Rio das Ostras;2021;2;2021m02;Interior;5;9;3
3304557;Rio de Janeiro;2021;2;2021m02;Capital;1069;522;773
3304607;Santa Maria Madalena;2021;2;2021m02;Interior;1;0;0
3304706;Santo Antônio de Pádua;2021;2;2021m02;Interior;0;3;1
3304755;São Francisco de Itabapoana;2021;2;2021m02;Interior;0;7;3
3304805;São Fidélis;2021;2;2021m02;Interior;0;3;1
3304904;São Gonçalo;2021;2;2021m02;Grande Niterói;251;92;84
3305000;São João da Barra;2021;2;2021m02;Interior;1;0;1
3305109;São João de Meriti;2021;2;2021m02;Baixada Fluminense;119;38;11
3305133;São José de Ubá;2021;2;2021m02;Interior;0;0;0
3305158;São José do Vale do Rio Preto;2021;2;2021m02;Interior;0;0;1
3305208;São Pedro da Aldeia;2021;2;2021m02;Interior;5;5;7
3305307;São Sebastião do Alto;2021;2;2021m02;Interior;0;0;0
3305406;Sapucaia;2021;2;2021m02;Interior;0;0;0
3305505;Saquarema;2021;2;2021m02;Interior;5;7;5
3305554;Seropédica;2021;2;2021m02;Baixada Fluminense;2;8;3
3305604;Silva Jardim;2021;2;2021m02;Interior;0;1;2
3305703;Sumidouro;2021;2;2021m02;Interior;0;0;0
3305752;Tanguá;2021;2;2021m02;Interior;0;3;1
3305802;Teresópolis;2021;2;2021m02;Interior;0;2;5
3305901;Trajano de Moraes;2021;2;2021m02;Interior;0;0;0
3306008;Três Rios;2021;2;2021m02;Interior;2;3;6
3306107;Valença;2021;2;2021m02;Interior;0;2;5
3306156;Varre-Sai;2021;2;2021m02;Interior;0;0;0
3306206;Vassouras;2021;2;2021m02;Interior;1;0;0
3306305;Volta Redonda;2021;2;2021m02;Interior;4;36;10
3300100;Angra dos Reis;2021;3;2021m03;Interior;1;14;6
3300159;Aperibé;2021;3;2021m03;Interior;0;0;1
3300209;Araruama;2021;3;2021m03;Interior;5;8;4
3300225;Areal;2021;3;2021m03;Interior;0;0;0
3300233;Armação dos Búzios;2021;3;2021m03;Interior;0;2;0
3300258;Arraial do Cabo;2021;3;2021m03;Interior;0;1;2
3300308;Barra do Piraí;2021;3;2021m03;Interior;0;1;2
3300407;Barra Mansa;2021;3;2021m03;Interior;1;6;12
3300456;Belford Roxo;2021;3;2021m03;Baixada Fluminense;158;27;28
3300506;Bom Jardim;2021;3;2021m03;Interior;0;0;0
3300605;Bom Jesus do Itabapoana;2021;3;2021m03;Interior;0;1;0
3300704;Cabo Frio;2021;3;2021m03;Interior;5;14;11
3300803;Cachoeiras de Macacu;2021;3;2021m03;Interior;0;3;0
3300902;Cambuci;2021;3;2021m03;Interior;0;1;0
3300936;Carapebus;2021;3;2021m03;Interior;0;0;0
3300951;Comendador Levy Gasparian;2021;3;2021m03;Interior;0;1;0
3301009;Campos dos Goytacazes;2021;3;2021m03;Interior;9;15;18
3301108;Cantagalo;2021;3;2021m03;Interior;0;0;1
3301157;Cardoso Moreira;2021;3;2021m03;Interior;0;2;1
3301207;Carmo;2021;3;2021m03;Interior;0;0;1
3301306;Casimiro de Abreu;2021;3;2021m03;Interior;1;3;1
3301405;Conceição de Macabu;2021;3;2021m03;Interior;1;1;0
3301504;Cordeiro;2021;3;2021m03;Interior;0;0;0
3301603;Duas Barras;2021;3;2021m03;Interior;0;2;1
3301702;Duque de Caxias;2021;3;2021m03;Baixada Fluminense;241;74;100
3301801;Engenheiro Paulo de Frontin;2021;3;2021m03;Interior;0;0;0
3301850;Guapimirim;2021;3;2021m03;Baixada Fluminense;4;5;5
3301876;Iguaba Grande;2021;3;2021m03;Interior;1;0;2
3301900;Itaboraí;2021;3;2021m03;Interior;47;21;19
3302007;Itaguaí;2021;3;2021m03;Baixada Fluminense;5;6;5
3302056;Italva;2021;3;2021m03;Interior;0;0;0
3302106;Itaocara;2021;3;2021m03;Interior;0;0;0
3302205;Itaperuna;2021;3;2021m03;Interior;0;4;0
3302254;Itatiaia;2021;3;2021m03;Interior;0;0;1
3302270;Japeri;2021;3;2021m03;Baixada Fluminense;7;5;4
3302304;Laje do Muriaé;2021;3;2021m03;Interior;0;0;0
3302403;Macaé;2021;3;2021m03;Interior;0;9;4
3302452;Macuco;2021;3;2021m03;Interior;0;0;0
3302502;Magé;2021;3;2021m03;Baixada Fluminense;16;12;7
3302601;Mangaratiba;2021;3;2021m03;Interior;1;3;1
3302700;Maricá;2021;3;2021m03;Grande Niterói;18;16;12
3302809;Mendes;2021;3;2021m03;Interior;0;0;0
3302858;Mesquita;2021;3;2021m03;Baixada Fluminense;23;10;15
3302908;Miguel Pereira;2021;3;2021m03;Interior;0;1;0
3303005;Miracema;2021;3;2021m03;Interior;0;0;0
3303104;Natividade;2021;3;2021m03;Interior;0;1;0
3303203;Nilópolis;2021;3;2021m03;Baixada Fluminense;56;16;7
3303302;Niterói;2021;3;2021m03;Grande Niterói;45;36;43
3303401;Nova Friburgo;2021;3;2021m03;Interior;1;8;5
3303500;Nova Iguaçu;2021;3;2021m03;Baixada Fluminense;155;44;49
3303609;Paracambi;2021;3;2021m03;Baixada Fluminense;4;1;1
3303708;Paraíba do Sul;2021;3;2021m03;Interior;1;0;1
3303807;Paraty;2021;3;2021m03;Interior;0;2;2
3303856;Paty do Alferes;2021;3;2021m03;Interior;0;2;0
3303906;Petrópolis;2021;3;2021m03;Interior;1;8;3
3303955;Pinheiral;2021;3;2021m03;Interior;0;1;2
3304003;Piraí;2021;3;2021m03;Interior;0;0;0
3304102;Porciúncula;2021;3;2021m03;Interior;0;1;1
3304110;Porto Real;2021;3;2021m03;Interior;0;0;1
3304128;Quatis;2021;3;2021m03;Interior;0;0;0
3304144;Queimados;2021;3;2021m03;Baixada Fluminense;15;5;6
3304151;Quissamã;2021;3;2021m03;Interior;0;1;0
3304201;Resende;2021;3;2021m03;Interior;0;1;3
3304300;Rio Bonito;2021;3;2021m03;Interior;2;2;8
3304409;Rio Claro;2021;3;2021m03;Interior;0;1;0
3304508;Rio das Flores;2021;3;2021m03;Interior;0;0;0
3304524;Rio das Ostras;2021;3;2021m03;Interior;3;6;6
3304557;Rio de Janeiro;2021;3;2021m03;Capital;1103;541;816
3304607;Santa Maria Madalena;2021;3;2021m03;Interior;0;0;0
3304706;Santo Antônio de Pádua;2021;3;2021m03;Interior;0;2;1
3304755;São Francisco de Itabapoana;2021;3;2021m03;Interior;0;1;0
3304805;São Fidélis;2021;3;2021m03;Interior;0;5;1
3304904;São Gonçalo;2021;3;2021m03;Grande Niterói;257;103;143
3305000;São João da Barra;2021;3;2021m03;Interior;2;1;0
3305109;São João de Meriti;2021;3;2021m03;Baixada Fluminense;140;31;16
3305133;São José de Ubá;2021;3;2021m03;Interior;0;0;0
3305158;São José do Vale do Rio Preto;2021;3;2021m03;Interior;0;0;0
3305208;São Pedro da Aldeia;2021;3;2021m03;Interior;7;6;8
3305307;São Sebastião do Alto;2021;3;2021m03;Interior;0;0;0
3305406;Sapucaia;2021;3;2021m03;Interior;0;0;1
3305505;Saquarema;2021;3;2021m03;Interior;4;5;4
3305554;Seropédica;2021;3;2021m03;Baixada Fluminense;8;6;4
3305604;Silva Jardim;2021;3;2021m03;Interior;3;0;0
3305703;Sumidouro;2021;3;2021m03;Interior;0;0;0
3305752;Tanguá;2021;3;2021m03;Interior;4;1;3
3305802;Teresópolis;2021;3;2021m03;Interior;4;1;3
3305901;Trajano de Moraes;2021;3;2021m03;Interior;0;0;0
3306008;Três Rios;2021;3;2021m03;Interior;1;3;8
3306107;Valença;2021;3;2021m03;Interior;0;1;0
3306156;Varre-Sai;2021;3;2021m03;Interior;0;0;1
3306206;Vassouras;2021;3;2021m03;Interior;1;1;0
3306305;Volta Redonda;2021;3;2021m03;Interior;4;29;12
3300100;Angra dos Reis;2021;4;2021m04;Interior;2;5;1
3300159;Aperibé;2021;4;2021m04;Interior;0;0;0
3300209;Araruama;2021;4;2021m04;Interior;7;12;11
3300225;Areal;2021;4;2021m04;Interior;0;0;0
3300233;Armação dos Búzios;2021;4;2021m04;Interior;1;5;2
3300258;Arraial do Cabo;2021;4;2021m04;Interior;1;0;0
3300308;Barra do Piraí;2021;4;2021m04;Interior;0;1;1
3300407;Barra Mansa;2021;4;2021m04;Interior;2;12;6
3300456;Belford Roxo;2021;4;2021m04;Baixada Fluminense;89;36;37
3300506;Bom Jardim;2021;4;2021m04;Interior;0;0;0
3300605;Bom Jesus do Itabapoana;2021;4;2021m04;Interior;0;2;1
3300704;Cabo Frio;2021;4;2021m04;Interior;4;12;10
3300803;Cachoeiras de Macacu;2021;4;2021m04;Interior;1;1;0
3300902;Cambuci;2021;4;2021m04;Interior;0;0;1
3300936;Carapebus;2021;4;2021m04;Interior;0;0;0
3300951;Comendador Levy Gasparian;2021;4;2021m04;Interior;0;0;0
3301009;Campos dos Goytacazes;2021;4;2021m04;Interior;5;9;14
3301108;Cantagalo;2021;4;2021m04;Interior;0;0;0
3301157;Cardoso Moreira;2021;4;2021m04;Interior;0;0;0
3301207;Carmo;2021;4;2021m04;Interior;0;0;0
3301306;Casimiro de Abreu;2021;4;2021m04;Interior;0;0;0
3301405;Conceição de Macabu;2021;4;2021m04;Interior;1;1;1
3301504;Cordeiro;2021;4;2021m04;Interior;0;0;1
3301603;Duas Barras;2021;4;2021m04;Interior;0;0;0
3301702;Duque de Caxias;2021;4;2021m04;Baixada Fluminense;205;105;78
3301801;Engenheiro Paulo de Frontin;2021;4;2021m04;Interior;0;0;0
3301850;Guapimirim;2021;4;2021m04;Baixada Fluminense;3;2;6
3301876;Iguaba Grande;2021;4;2021m04;Interior;0;0;1
3301900;Itaboraí;2021;4;2021m04;Interior;44;21;19
3302007;Itaguaí;2021;4;2021m04;Baixada Fluminense;7;2;7
3302056;Italva;2021;4;2021m04;Interior;0;0;0
3302106;Itaocara;2021;4;2021m04;Interior;0;0;0
3302205;Itaperuna;2021;4;2021m04;Interior;0;6;0
3302254;Itatiaia;2021;4;2021m04;Interior;0;0;0
3302270;Japeri;2021;4;2021m04;Baixada Fluminense;5;8;4
3302304;Laje do Muriaé;2021;4;2021m04;Interior;0;0;0
3302403;Macaé;2021;4;2021m04;Interior;8;7;2
3302452;Macuco;2021;4;2021m04;Interior;0;0;0
3302502;Magé;2021;4;2021m04;Baixada Fluminense;16;13;11
3302601;Mangaratiba;2021;4;2021m04;Interior;1;4;0
3302700;Maricá;2021;4;2021m04;Grande Niterói;12;15;4
3302809;Mendes;2021;4;2021m04;Interior;0;1;0
3302858;Mesquita;2021;4;2021m04;Baixada Fluminense;24;12;11
3302908;Miguel Pereira;2021;4;2021m04;Interior;0;0;0
3303005;Miracema;2021;4;2021m04;Interior;0;2;1
3303104;Natividade;2021;4;2021m04;Interior;0;3;1
3303203;Nilópolis;2021;4;2021m04;Baixada Fluminense;38;11;6
3303302;Niterói;2021;4;2021m04;Grande Niterói;53;30;39
3303401;Nova Friburgo;2021;4;2021m04;Interior;2;1;2
3303500;Nova Iguaçu;2021;4;2021m04;Baixada Fluminense;131;77;36
3303609;Paracambi;2021;4;2021m04;Baixada Fluminense;0;2;2
3303708;Paraíba do Sul;2021;4;2021m04;Interior;0;0;0
3303807;Paraty;2021;4;2021m04;Interior;2;3;2
3303856;Paty do Alferes;2021;4;2021m04;Interior;0;0;0
3303906;Petrópolis;2021;4;2021m04;Interior;0;4;5
