fmun_cod;fmun;ano;mes;mes_ano;regiao;roubo_veiculo;furto_veiculos;recuperacao_veiculos
3303203;Nilópolis;2022;7;2022m07;Baixada Fluminense;35;21;10
3303302;Niterói;2022;7;2022m07;Grande Niterói;38;28;15
3303401;Nova Friburgo;2022;7;2022m07;Interior;0;13;7
3303500;Nova Iguaçu;2022;7;2022m07;Baixada Fluminense;95;128;37
3303609;Paracambi;2022;7;2022m07;Baixada Fluminense;2;2;0
3303708;Paraíba do Sul;2022;7;2022m07;Interior;0;0;0
3303807;Paraty;2022;7;2022m07;Interior;1;0;3
3303856;Paty do Alferes;2022;7;2022m07;Interior;0;0;0
3303906;Petrópolis;2022;7;2022m07;Interior;1;4;6
3303955;Pinheiral;2022;7;2022m07;Interior;0;0;1
3304003;Piraí;2022;7;2022m07;Interior;0;2;3
3304102;Porciúncula;2022;7;2022m07;Interior;0;0;0
3304110;Porto Real;2022;7;2022m07;Interior;0;1;1
3304128;Quatis;2022;7;2022m07;Interior;0;0;0
3304144;Queimados;2022;7;2022m07;Baixada Fluminense;1;13;3
3304151;Quissamã;2022;7;2022m07;Interior;2;3;1
3304201;Resende;2022;7;2022m07;Interior;1;2;5
3304300;Rio Bonito;2022;7;2022m07;Interior;4;4;3
3304409;Rio Claro;2022;7;2022m07;Interior;0;1;1
3304508;Rio das Flores;2022;7;2022m07;Interior;0;0;0
3304524;Rio das Ostras;2022;7;2022m07;Interior;5;17;5
3304557;Rio de Janeiro;2022;7;2022m07;Capital;1086;588;579
3304607;Santa Maria Madalena;2022;7;2022m07;Interior;0;0;0
3304706;Santo Antônio de Pádua;2022;7;2022m07;Interior;0;2;1
3304755;São Francisco de Itabapoana;2022;7;2022m07;Interior;1;2;0
3304805;São Fidélis;2022;7;2022m07;Interior;0;1;0
3304904;São Gonçalo;2022;7;2022m07;Grande Niterói;139;95;69
3305000;São João da Barra;2022;7;2022m07;Interior;1;1;2
3305109;São João de Meriti;2022;7;2022m07;Baixada Fluminense;88;69;19
3305133;São José de Ubá;2022;7;2022m07;Interior;0;0;1
3305158;São José do Vale do Rio Preto;2022;7;2022m07;Interior;0;0;0
3305208;São Pedro da Aldeia;2022;7;2022m07;Interior;4;6;5
3305307;São Sebastião do Alto;2022;7;2022m07;Interior;0;0;0
3305406;Sapucaia;2022;7;2022m07;Interior;0;0;1
3305505;Saquarema;2022;7;2022m07;Interior;2;8;4
3305554;Seropédica;2022;7;2022m07;Baixada Fluminense;1;1;3
3305604;Silva Jardim;2022;7;2022m07;Interior;1;0;0
3305703;Sumidouro;2022;7;2022m07;Interior;0;0;0
3305752;Tanguá;2022;7;2022m07;Interior;0;1;0
3305802;Teresópolis;2022;7;2022m07;Interior;0;6;3
3305901;Trajano de Moraes;2022;7;2022m07;Interior;0;0;0
3306008;Três Rios;2022;7;2022m07;Interior;1;0;2
3306107;Valença;2022;7;2022m07;Interior;0;3;2
3306156;Varre-Sai;2022;7;2022m07;Interior;0;0;0
3306206;Vassouras;2022;7;2022m07;Interior;0;1;0
3306305;Volta Redonda;2022;7;2022m07;Interior;4;15;8
3300100;Angra dos Reis;2022;8;2022m08;Interior;0;8;1
3300159;Aperibé;2022;8;2022m08;Interior;0;0;0
3300209;Araruama;2022;8;2022m08;Interior;3;10;4
3300225;Areal;2022;8;2022m08;Interior;0;0;0
3300233;Armação dos Búzios;2022;8;2022m08;Interior;0;3;2
3300258;Arraial do Cabo;2022;8;2022m08;Interior;1;1;2
3300308;Barra do Piraí;2022;8;2022m08;Interior;0;1;3
3300407;Barra Mansa;2022;8;2022m08;Interior;1;8;5
3300456;Belford Roxo;2022;8;2022m08;Baixada Fluminense;90;45;40
3300506;Bom Jardim;2022;8;2022m08;Interior;0;2;0
3300605;Bom Jesus do Itabapoana;2022;8;2022m08;Interior;0;0;0
3300704;Cabo Frio;2022;8;2022m08;Interior;6;6;6
3300803;Cachoeiras de Macacu;2022;8;2022m08;Interior;2;1;2
3300902;Cambuci;2022;8;2022m08;Interior;0;0;0
3300936;Carapebus;2022;8;2022m08;Interior;0;1;0
3300951;Comendador Levy Gasparian;2022;8;2022m08;Interior;0;0;0
3301009;Campos dos Goytacazes;2022;8;2022m08;Interior;7;28;15
3301108;Cantagalo;2022;8;2022m08;Interior;0;0;1
3301157;Cardoso Moreira;2022;8;2022m08;Interior;0;0;1
3301207;Carmo;2022;8;2022m08;Interior;0;0;1
3301306;Casimiro de Abreu;2022;8;2022m08;Interior;0;2;1
3301405;Conceição de Macabu;2022;8;2022m08;Interior;0;0;0
3301504;Cordeiro;2022;8;2022m08;Interior;0;0;0
3301603;Duas Barras;2022;8;2022m08;Interior;0;0;0
3301702;Duque de Caxias;2022;8;2022m08;Baixada Fluminense;234;89;166
3301801;Engenheiro Paulo de Frontin;2022;8;2022m08;Interior;0;0;0
3301850;Guapimirim;2022;8;2022m08;Baixada Fluminense;2;2;3
3301876;Iguaba Grande;2022;8;2022m08;Interior;0;1;1
3301900;Itaboraí;2022;8;2022m08;Interior;32;28;17
3302007;Itaguaí;2022;8;2022m08;Baixada Fluminense;9;7;7
3302056;Italva;2022;8;2022m08;Interior;0;0;0
3302106;Itaocara;2022;8;2022m08;Interior;0;1;1
3302205;Itaperuna;2022;8;2022m08;Interior;0;1;0
3302254;Itatiaia;2022;8;2022m08;Interior;0;2;1
3302270;Japeri;2022;8;2022m08;Baixada Fluminense;3;9;2
3302304;Laje do Muriaé;2022;8;2022m08;Interior;0;0;0
3302403;Macaé;2022;8;2022m08;Interior;20;7;5
3302452;Macuco;2022;8;2022m08;Interior;0;0;0
3302502;Magé;2022;8;2022m08;Baixada Fluminense;14;15;12
3302601;Mangaratiba;2022;8;2022m08;Interior;1;3;3
3302700;Maricá;2022;8;2022m08;Grande Niterói;6;19;11
3302809;Mendes;2022;8;2022m08;Interior;1;0;0
3302858;Mesquita;2022;8;2022m08;Baixada Fluminense;16;31;15
3302908;Miguel Pereira;2022;8;2022m08;Interior;0;0;0
3303005;Miracema;2022;8;2022m08;Interior;0;0;0
3303104;Natividade;2022;8;2022m08;Interior;0;0;0
3303203;Nilópolis;2022;8;2022m08;Baixada Fluminense;25;21;8
3303302;Niterói;2022;8;2022m08;Grande Niterói;36;62;15
3303401;Nova Friburgo;2022;8;2022m08;Interior;0;5;5
3303500;Nova Iguaçu;2022;8;2022m08;Baixada Fluminense;89;98;32
3303609;Paracambi;2022;8;2022m08;Baixada Fluminense;0;2;0
3303708;Paraíba do Sul;2022;8;2022m08;Interior;1;0;0
3303807;Paraty;2022;8;2022m08;Interior;1;1;1
3303856;Paty do Alferes;2022;8;2022m08;Interior;0;1;0
3303906;Petrópolis;2022;8;2022m08;Interior;2;9;5
3303955;Pinheiral;2022;8;2022m08;Interior;0;1;0
3304003;Piraí;2022;8;2022m08;Interior;0;1;2
3304102;Porciúncula;2022;8;2022m08;Interior;0;0;0
3304110;Porto Real;2022;8;2022m08;Interior;0;0;0
3304128;Quatis;2022;8;2022m08;Interior;0;0;0
3304144;Queimados;2022;8;2022m08;Baixada Fluminense;6;10;5
3304151;Quissamã;2022;8;2022m08;Interior;2;0;1
3304201;Resende;2022;8;2022m08;Interior;0;1;2
3304300;Rio Bonito;2022;8;2022m08;Interior;5;10;5
3304409;Rio Claro;2022;8;2022m08;Interior;1;0;0
3304508;Rio das Flores;2022;8;2022m08;Interior;0;0;0
3304524;Rio das Ostras;2022;8;2022m08;Interior;13;10;7
3304557;Rio de Janeiro;2022;8;2022m08;Capital;1120;627;601
3304607;Santa Maria Madalena;2022;8;2022m08;Interior;0;0;0
3304706;Santo Antônio de Pádua;2022;8;2022m08;Interior;1;1;0
3304755;São Francisco de Itabapoana;2022;8;2022m08;Interior;1;1;1
3304805;São Fidélis;2022;8;2022m08;Interior;0;2;2
3304904;São Gonçalo;2022;8;2022m08;Grande Niterói;186;99;76
3305000;São João da Barra;2022;8;2022m08;Interior;0;1;0
3305109;São João de Meriti;2022;8;2022m08;Baixada Fluminense;100;60;17
3305133;São José de Ubá;2022;8;2022m08;Interior;0;0;0
3305158;São José do Vale do Rio Preto;2022;8;2022m08;Interior;0;0;0
3305208;São Pedro da Aldeia;2022;8;2022m08;Interior;2;8;6
3305307;São Sebastião do Alto;2022;8;2022m08;Interior;1;0;0
3305406;Sapucaia;2022;8;2022m08;Interior;0;0;0
3305505;Saquarema;2022;8;2022m08;Interior;0;3;3
3305554;Seropédica;2022;8;2022m08;Baixada Fluminense;4;3;2
3305604;Silva Jardim;2022;8;2022m08;Interior;1;0;3
3305703;Sumidouro;2022;8;2022m08;Interior;0;0;0
3305752;Tanguá;2022;8;2022m08;Interior;1;0;0
3305802;Teresópolis;2022;8;2022m08;Interior;0;4;3
3305901;Trajano de Moraes;2022;8;2022m08;Interior;0;0;0
3306008;Três Rios;2022;8;2022m08;Interior;0;2;5
3306107;Valença;2022;8;2022m08;Interior;0;0;0
3306156;Varre-Sai;2022;8;2022m08;Interior;0;1;0
3306206;Vassouras;2022;8;2022m08;Interior;0;1;0
3306305;Volta Redonda;2022;8;2022m08;Interior;0;16;3
3300100;Angra dos Reis;2022;9;2022m09;Interior;3;8;4
3300159;Aperibé;2022;9;2022m09;Interior;0;1;0
3300209;Araruama;2022;9;2022m09;Interior;6;9;5
3300225;Areal;2022;9;2022m09;Interior;0;1;0
3300233;Armação dos Búzios;2022;9;2022m09;Interior;0;3;0
3300258;Arraial do Cabo;2022;9;2022m09;Interior;0;1;1
3300308;Barra do Piraí;2022;9;2022m09;Interior;0;0;2
3300407;Barra Mansa;2022;9;2022m09;Interior;1;4;4
3300456;Belford Roxo;2022;9;2022m09;Baixada Fluminense;98;49;43
3300506;Bom Jardim;2022;9;2022m09;Interior;0;1;1
3300605;Bom Jesus do Itabapoana;2022;9;2022m09;Interior;0;0;0
3300704;Cabo Frio;2022;9;2022m09;Interior;10;11;12
3300803;Cachoeiras de Macacu;2022;9;2022m09;Interior;1;0;1
3300902;Cambuci;2022;9;2022m09;Interior;0;1;0
3300936;Carapebus;2022;9;2022m09;Interior;1;0;0
3300951;Comendador Levy Gasparian;2022;9;2022m09;Interior;0;0;0
3301009;Campos dos Goytacazes;2022;9;2022m09;Interior;10;23;11
3301108;Cantagalo;2022;9;2022m09;Interior;0;0;0
3301157;Cardoso Moreira;2022;9;2022m09;Interior;0;0;0
3301207;Carmo;2022;9;2022m09;Interior;0;1;0
3301306;Casimiro de Abreu;2022;9;2022m09;Interior;0;4;2
3301405;Conceição de Macabu;2022;9;2022m09;Interior;2;0;0
3301504;Cordeiro;2022;9;2022m09;Interior;0;0;0
3301603;Duas Barras;2022;9;2022m09;Interior;0;0;0
3301702;Duque de Caxias;2022;9;2022m09;Baixada Fluminense;243;112;149
3301801;Engenheiro Paulo de Frontin;2022;9;2022m09;Interior;0;0;0
3301850;Guapimirim;2022;9;2022m09;Baixada Fluminense;5;1;4
3301876;Iguaba Grande;2022;9;2022m09;Interior;1;3;1
3301900;Itaboraí;2022;9;2022m09;Interior;37;17;12
3302007;Itaguaí;2022;9;2022m09;Baixada Fluminense;4;10;6
3302056;Italva;2022;9;2022m09;Interior;0;0;0
3302106;Itaocara;2022;9;2022m09;Interior;0;0;0
3302205;Itaperuna;2022;9;2022m09;Interior;0;2;0
3302254;Itatiaia;2022;9;2022m09;Interior;0;2;0
3302270;Japeri;2022;9;2022m09;Baixada Fluminense;3;3;0
3302304;Laje do Muriaé;2022;9;2022m09;Interior;0;1;0
3302403;Macaé;2022;9;2022m09;Interior;21;9;8
3302452;Macuco;2022;9;2022m09;Interior;0;0;0
3302502;Magé;2022;9;2022m09;Baixada Fluminense;8;20;4
3302601;Mangaratiba;2022;9;2022m09;Interior;0;8;0
3302700;Maricá;2022;9;2022m09;Grande Niterói;7;24;3
3302809;Mendes;2022;9;2022m09;Interior;0;0;0
3302858;Mesquita;2022;9;2022m09;Baixada Fluminense;21;38;6
3302908;Miguel Pereira;2022;9;2022m09;Interior;0;0;1
3303005;Miracema;2022;9;2022m09;Interior;0;0;0
3303104;Natividade;2022;9;2022m09;Interior;0;0;0
3303203;Nilópolis;2022;9;2022m09;Baixada Fluminense;37;21;6
3303302;Niterói;2022;9;2022m09;Grande Niterói;37;50;22
3303401;Nova Friburgo;2022;9;2022m09;Interior;0;6;3
3303500;Nova Iguaçu;2022;9;2022m09;Baixada Fluminense;105;71;25
3303609;Paracambi;2022;9;2022m09;Baixada Fluminense;0;0;0
3303708;Paraíba do Sul;2022;9;2022m09;Interior;1;2;2
3303807;Paraty;2022;9;2022m09;Interior;1;5;0
3303856;Paty do Alferes;2022;9;2022m09;Interior;0;1;0
3303906;Petrópolis;2022;9;2022m09;Interior;1;12;8
3303955;Pinheiral;2022;9;2022m09;Interior;1;2;0
3304003;Piraí;2022;9;2022m09;Interior;0;0;0
3304102;Porciúncula;2022;9;2022m09;Interior;0;0;0
3304110;Porto Real;2022;9;2022m09;Interior;0;0;1
3304128;Quatis;2022;9;2022m09;Interior;0;0;0
3304144;Queimados;2022;9;2022m09;Baixada Fluminense;6;14;5
3304151;Quissamã;2022;9;2022m09;Interior;1;1;1
3304201;Resende;2022;9;2022m09;Interior;1;5;7
3304300;Rio Bonito;2022;9;2022m09;Interior;4;6;3
3304409;Rio Claro;2022;9;2022m09;Interior;2;1;2
3304508;Rio das Flores;2022;9;2022m09;Interior;0;0;0
3304524;Rio das Ostras;2022;9;2022m09;Interior;2;7;4
3304557;Rio de Janeiro;2022;9;2022m09;Capital;1193;637;603
3304607;Santa Maria Madalena;2022;9;2022m09;Interior;0;0;0
3304706;Santo Antônio de Pádua;2022;9;2022m09;Interior;0;3;0
3304755;São Francisco de Itabapoana;2022;9;2022m09;Interior;0;2;1
3304805;São Fidélis;2022;9;2022m09;Interior;0;0;0
3304904;São Gonçalo;2022;9;2022m09;Grande Niterói;196;86;77
3305000;São João da Barra;2022;9;2022m09;Interior;0;0;0
3305109;São João de Meriti;2022;9;2022m09;Baixada Fluminense;114;59;20
3305133;São José de Ubá;2022;9;2022m09;Interior;0;0;0
3305158;São José do Vale do Rio Preto;2022;9;2022m09;Interior;0;0;0
3305208;São Pedro da Aldeia;2022;9;2022m09;Interior;5;3;3
3305307;São Sebastião do Alto;2022;9;2022m09;Interior;0;0;0
3305406;Sapucaia;2022;9;2022m09;Interior;1;0;0
3305505;Saquarema;2022;9;2022m09;Interior;1;7;4
3305554;Seropédica;2022;9;2022m09;Baixada Fluminense;9;8;5
3305604;Silva Jardim;2022;9;2022m09;Interior;0;0;1
3305703;Sumidouro;2022;9;2022m09;Interior;0;0;0
3305752;Tanguá;2022;9;2022m09;Interior;2;5;0
3305802;Teresópolis;2022;9;2022m09;Interior;1;0;0
3305901;Trajano de Moraes;2022;9;2022m09;Interior;0;0;0
3306008;Três Rios;2022;9;2022m09;Interior;0;0;3
3306107;Valença;2022;9;2022m09;Interior;0;1;0
3306156;Varre-Sai;2022;9;2022m09;Interior;0;0;0
3306206;Vassouras;2022;9;2022m09;Interior;0;0;1
3306305;Volta Redonda;2022;9;2022m09;Interior;2;14;2
3300100;Angra dos Reis;2022;10;2022m10;Interior;3;4;1
3300159;Aperibé;2022;10;2022m10;Interior;0;0;0
3300209;Araruama;2022;10;2022m10;Interior;3;10;3
3300225;Areal;2022;10;2022m10;Interior;0;0;1
3300233;Armação dos Búzios;2022;10;2022m10;Interior;1;1;4
3300258;Arraial do Cabo;2022;10;2022m10;Interior;0;2;0
3300308;Barra do Piraí;2022;10;2022m10;Interior;0;1;2
3300407;Barra Mansa;2022;10;2022m10;Interior;0;5;3
3300456;Belford Roxo;2022;10;2022m10;Baixada Fluminense;94;41;35
3300506;Bom Jardim;2022;10;2022m10;Interior;0;0;0
3300605;Bom Jesus do Itabapoana;2022;10;2022m10;Interior;0;0;2
3300704;Cabo Frio;2022;10;2022m10;Interior;1;14;7
3300803;Cachoeiras de Macacu;2022;10;2022m10;Interior;2;1;0
3300902;Cambuci;2022;10;2022m10;Interior;0;0;0
3300936;Carapebus;2022;10;2022m10;Interior;0;1;0
3300951;Comendador Levy Gasparian;2022;10;2022m10;Interior;0;0;1
3301009;Campos dos Goytacazes;2022;10;2022m10;Interior;9;26;15
3301108;Cantagalo;2022;10;2022m10;Interior;0;1;0
3301157;Cardoso Moreira;2022;10;2022m10;Interior;0;0;0
3301207;Carmo;2022;10;2022m10;Interior;0;0;1
3301306;Casimiro de Abreu;2022;10;2022m10;Interior;0;0;1
3301405;Conceição de Macabu;2022;10;2022m10;Interior;1;1;1
3301504;Cordeiro;2022;10;2022m10;Interior;0;0;0
3301603;Duas Barras;2022;10;2022m10;Interior;0;0;0
3301702;Duque de Caxias;2022;10;2022m10;Baixada Fluminense;312;116;199
3301801;Engenheiro Paulo de Frontin;2022;10;2022m10;Interior;0;0;0
3301850;Guapimirim;2022;10;2022m10;Baixada Fluminense;4;5;5
3301876;Iguaba Grande;2022;10;2022m10;Interior;3;1;0
3301900;Itaboraí;2022;10;2022m10;Interior;29;13;17
3302007;Itaguaí;2022;10;2022m10;Baixada Fluminense;5;13;7
3302056;Italva;2022;10;2022m10;Interior;0;1;0
3302106;Itaocara;2022;10;2022m10;Interior;0;2;0
3302205;Itaperuna;2022;10;2022m10;Interior;0;2;3
3302254;Itatiaia;2022;10;2022m10;Interior;0;1;0
3302270;Japeri;2022;10;2022m10;Baixada Fluminense;10;4;3
3302304;Laje do Muriaé;2022;10;2022m10;Interior;0;0;0
3302403;Macaé;2022;10;2022m10;Interior;16;13;7
3302452;Macuco;2022;10;2022m10;Interior;0;0;0
3302502;Magé;2022;10;2022m10;Baixada Fluminense;9;17;8
3302601;Mangaratiba;2022;10;2022m10;Interior;2;4;4
3302700;Maricá;2022;10;2022m10;Grande Niterói;13;23;9
3302809;Mendes;2022;10;2022m10;Interior;0;2;0
3302858;Mesquita;2022;10;2022m10;Baixada Fluminense;28;17;4
3302908;Miguel Pereira;2022;10;2022m10;Interior;0;0;0
3303005;Miracema;2022;10;2022m10;Interior;1;0;0
3303104;Natividade;2022;10;2022m10;Interior;0;1;0
3303203;Nilópolis;2022;10;2022m10;Baixada Fluminense;29;16;4
3303302;Niterói;2022;10;2022m10;Grande Niterói;51;37;23
3303401;Nova Friburgo;2022;10;2022m10;Interior;0;8;7
3303500;Nova Iguaçu;2022;10;2022m10;Baixada Fluminense;130;73;37
3303609;Paracambi;2022;10;2022m10;Baixada Fluminense;0;1;0
3303708;Paraíba do Sul;2022;10;2022m10;Interior;0;1;1
3303807;Paraty;2022;10;2022m10;Interior;1;0;1
3303856;Paty do Alferes;2022;10;2022m10;Interior;0;0;0
3303906;Petrópolis;2022;10;2022m10;Interior;0;12;6
3303955;Pinheiral;2022;10;2022m10;Interior;0;2;1
3304003;Piraí;2022;10;2022m10;Interior;0;0;0
3304102;Porciúncula;2022;10;2022m10;Interior;0;0;0
3304110;Porto Real;2022;10;2022m10;Interior;0;0;0
3304128;Quatis;2022;10;2022m10;Interior;0;0;0
3304144;Queimados;2022;10;2022m10;Baixada Fluminense;5;18;1
3304151;Quissamã;2022;10;2022m10;Interior;2;2;1
3304201;Resende;2022;10;2022m10;Interior;1;3;1
3304300;Rio Bonito;2022;10;2022m10;Interior;5;10;3
3304409;Rio Claro;2022;10;2022m10;Interior;2;1;2
3304508;Rio das Flores;2022;10;2022m10;Interior;0;0;0
3304524;Rio das Ostras;2022;10;2022m10;Interior;12;8;2
3304557;Rio de Janeiro;2022;10;2022m10;Capital;1308;655;659
3304607;Santa Maria Madalena;2022;10;2022m10;Interior;0;0;0
3304706;Santo Antônio de Pádua;2022;10;2022m10;Interior;0;0;0
3304755;São Francisco de Itabapoana;2022;10;2022m10;Interior;2;1;0
3304805;São Fidélis;2022;10;2022m10;Interior;0;0;0
3304904;São Gonçalo;2022;10;2022m10;Grande Niterói;212;111;80
3305000;São João da Barra;2022;10;2022m10;Interior;1;4;0
3305109;São João de Meriti;2022;10;2022m10;Baixada Fluminense;120;60;41
3305133;São José de Ubá;2022;10;2022m10;Interior;0;0;0
3305158;São José do Vale do Rio Preto;2022;10;2022m10;Interior;0;1;0
3305208;São Pedro da Aldeia;2022;10;2022m10;Interior;4;9;2
3305307;São Sebastião do Alto;2022;10;2022m10;Interior;0;0;0
3305406;Sapucaia;2022;10;2022m10;Interior;0;0;0
3305505;Saquarema;2022;10;2022m10;Interior;2;5;0
3305554;Seropédica;2022;10;2022m10;Baixada Fluminense;7;4;3
3305604;Silva Jardim;2022;10;2022m10;Interior;1;3;2
3305703;Sumidouro;2022;10;2022m10;Interior;0;1;0
3305752;Tanguá;2022;10;2022m10;Interior;2;1;1
3305802;Teresópolis;2022;10;2022m10;Interior;0;2;0
3305901;Trajano de Moraes;2022;10;2022m10;Interior;0;0;0
3306008;Três Rios;2022;10;2022m10;Interior;0;4;3
3306107;Valença;2022;10;2022m10;Interior;0;1;0
3306156;Varre-Sai;2022;10;2022m10;Interior;0;0;0
3306206;Vassouras;2022;10;2022m10;Interior;0;1;1
3306305;Volta Redonda;2022;10;2022m10;Interior;5;10;5
3300100;Angra dos Reis;2022;11;2022m11;Interior;2;4;4
3300159;Aperibé;2022;11;2022m11;Interior;0;1;0
3300209;Araruama;2022;11;2022m11;Interior;11;11;5
3300225;Areal;2022;11;2022m11;Interior;0;0;1
3300233;Armação dos Búzios;2022;11;2022m11;Interior;0;2;2
3300258;Arraial do Cabo;2022;11;2022m11;Interior;1;4;1
3300308;Barra do Piraí;2022;11;2022m11;Interior;0;2;1
3300407;Barra Mansa;2022;11;2022m11;Interior;5;7;4
3300456;Belford Roxo;2022;11;2022m11;Baixada Fluminense;87;47;40
3300506;Bom Jardim;2022;11;2022m11;Interior;0;0;0
3300605;Bom Jesus do Itabapoana;2022;11;2022m11;Interior;0;1;1
3300704;Cabo Frio;2022;11;2022m11;Interior;8;16;9
3300803;Cachoeiras de Macacu;2022;11;2022m11;Interior;0;1;0
3300902;Cambuci;2022;11;2022m11;Interior;0;1;0
3300936;Carapebus;2022;11;2022m11;Interior;3;0;0
3300951;Comendador Levy Gasparian;2022;11;2022m11;Interior;0;0;0
3301009;Campos dos Goytacazes;2022;11;2022m11;Interior;8;14;9
3301108;Cantagalo;2022;11;2022m11;Interior;0;0;0
3301157;Cardoso Moreira;2022;11;2022m11;Interior;0;0;0
3301207;Carmo;2022;11;2022m11;Interior;0;0;0
3301306;Casimiro de Abreu;2022;11;2022m11;Interior;0;0;4
3301405;Conceição de Macabu;2022;11;2022m11;Interior;0;1;3
3301504;Cordeiro;2022;11;2022m11;Interior;0;0;0
3301603;Duas Barras;2022;11;2022m11;Interior;0;0;0
3301702;Duque de Caxias;2022;11;2022m11;Baixada Fluminense;293;131;175
3301801;Engenheiro Paulo de Frontin;2022;11;2022m11;Interior;0;0;0
3301850;Guapimirim;2022;11;2022m11;Baixada Fluminense;4;6;5
3301876;Iguaba Grande;2022;11;2022m11;Interior;0;7;3
3301900;Itaboraí;2022;11;2022m11;Interior;31;28;23
3302007;Itaguaí;2022;11;2022m11;Baixada Fluminense;10;3;12
3302056;Italva;2022;11;2022m11;Interior;0;0;0
3302106;Itaocara;2022;11;2022m11;Interior;0;1;1
3302205;Itaperuna;2022;11;2022m11;Interior;0;4;3
3302254;Itatiaia;2022;11;2022m11;Interior;0;0;2
3302270;Japeri;2022;11;2022m11;Baixada Fluminense;4;7;5
3302304;Laje do Muriaé;2022;11;2022m11;Interior;0;0;0
3302403;Macaé;2022;11;2022m11;Interior;10;13;6
3302452;Macuco;2022;11;2022m11;Interior;0;0;0
3302502;Magé;2022;11;2022m11;Baixada Fluminense;14;17;9
3302601;Mangaratiba;2022;11;2022m11;Interior;3;3;3
3302700;Maricá;2022;11;2022m11;Grande Niterói;11;30;2
3302809;Mendes;2022;11;2022m11;Interior;0;0;0
3302858;Mesquita;2022;11;2022m11;Baixada Fluminense;22;17;6
3302908;Miguel Pereira;2022;11;2022m11;Interior;0;0;0
3303005;Miracema;2022;11;2022m11;Interior;0;3;0
3303104;Natividade;2022;11;2022m11;Interior;0;0;0
3303203;Nilópolis;2022;11;2022m11;Baixada Fluminense;20;13;13
3303302;Niterói;2022;11;2022m11;Grande Niterói;39;59;27
3303401;Nova Friburgo;2022;11;2022m11;Interior;0;6;4
3303500;Nova Iguaçu;2022;11;2022m11;Baixada Fluminense;117;76;37
3303609;Paracambi;2022;11;2022m11;Baixada Fluminense;0;0;0
3303708;Paraíba do Sul;2022;11;2022m11;Interior;0;0;0
3303807;Paraty;2022;11;2022m11;Interior;2;2;2
3303856;Paty do Alferes;2022;11;2022m11;Interior;0;0;0
3303906;Petrópolis;2022;11;2022m11;Interior;1;8;5
3303955;Pinheiral;2022;11;2022m11;Interior;1;0;0
3304003;Piraí;2022;11;2022m11;Interior;1;3;0
3304102;Porciúncula;2022;11;2022m11;Interior;0;0;0
3304110;Porto Real;2022;11;2022m11;Interior;0;2;0
3304128;Quatis;2022;11;2022m11;Interior;0;0;0
3304144;Queimados;2022;11;2022m11;Baixada Fluminense;5;13;4
3304151;Quissamã;2022;11;2022m11;Interior;1;0;0
3304201;Resende;2022;11;2022m11;Interior;1;4;2
3304300;Rio Bonito;2022;11;2022m11;Interior;3;14;7
3304409;Rio Claro;2022;11;2022m11;Interior;0;0;0
3304508;Rio das Flores;2022;11;2022m11;Interior;0;0;0
3304524;Rio das Ostras;2022;11;2022m11;Interior;7;10;7
3304557;Rio de Janeiro;2022;11;2022m11;Capital;1447;686;697
3304607;Santa Maria Madalena;2022;11;2022m11;Interior;0;0;0
3304706;Santo Antônio de Pádua;2022;11;2022m11;Interior;0;2;0
3304755;São Francisco de Itabapoana;2022;11;2022m11;Interior;0;2;0
3304805;São Fidélis;2022;11;2022m11;Interior;0;0;0
3304904;São Gonçalo;2022;11;2022m11;Grande Niterói;232;86;93
3305000;São João da Barra;2022;11;2022m11;Interior;0;0;0
3305109;São João de Meriti;2022;11;2022m11;Baixada Fluminense;110;59;29
3305133;São José de Ubá;2022;11;2022m11;Interior;0;0;0
3305158;São José do Vale do Rio Preto;2022;11;2022m11;Interior;0;0;0
3305208;São Pedro da Aldeia;2022;11;2022m11;Interior;2;5;2
3305307;São Sebastião do Alto;2022;11;2022m11;Interior;0;0;0
3305406;Sapucaia;2022;11;2022m11;Interior;0;0;1
3305505;Saquarema;2022;11;2022m11;Interior;1;8;1
3305554;Seropédica;2022;11;2022m11;Baixada Fluminense;6;5;1
3305604;Silva Jardim;2022;11;2022m11;Interior;0;2;1
3305703;Sumidouro;2022;11;2022m11;Interior;0;1;0
3305752;Tanguá;2022;11;2022m11;Interior;4;2;0
3305802;Teresópolis;2022;11;2022m11;Interior;1;3;2
3305901;Trajano de Moraes;2022;11;2022m11;Interior;0;0;0
3306008;Três Rios;2022;11;2022m11;Interior;0;0;0
3306107;Valença;2022;11;2022m11;Interior;0;0;1
3306156;Varre-Sai;2022;11;2022m11;Interior;0;0;0
3306206;Vassouras;2022;11;2022m11;Interior;0;0;0
3306305;Volta Redonda;2022;11;2022m11;Interior;8;12;6
3300100;Angra dos Reis;2022;12;2022m12;Interior;0;3;2
3300159;Aperibé;2022;12;2022m12;Interior;0;0;0
3300209;Araruama;2022;12;2022m12;Interior;6;7;7
3300225;Areal;2022;12;2022m12;Interior;0;0;0
3300233;Armação dos Búzios;2022;12;2022m12;Interior;0;6;2
3300258;Arraial do Cabo;2022;12;2022m12;Interior;0;3;0
3300308;Barra do Piraí;2022;12;2022m12;Interior;0;0;1
3300407;Barra Mansa;2022;12;2022m12;Interior;4;3;5
3300456;Belford Roxo;2022;12;2022m12;Baixada Fluminense;111;49;36
3300506;Bom Jardim;2022;12;2022m12;Interior;0;1;0
3300605;Bom Jesus do Itabapoana;2022;12;2022m12;Interior;0;0;0
